"","date","GS10","NROU","TB3MS","UNRATE","NROU2","UGAP2","up","down","up2","down2"
"258",1975-06-01,7.86,NA,5.34,8.8,6.18,2.62,8.8,6.18,2.52,0
"259",1975-07-01,8.06,6.19,6.13,8.6,6.19,2.41,8.6,6.19,1.93,0
"260",1975-08-01,8.4,NA,6.44,8.4,6.19,2.21,8.4,6.19,1.96,0
"261",1975-09-01,8.43,NA,6.42,8.4,6.19,2.21,8.4,6.19,2.01,0
"262",1975-10-01,8.14,6.2,5.96,8.4,6.2,2.2,8.4,6.2,2.18,0
"263",1975-11-01,8.05,NA,5.48,8.3,6.2,2.1,8.3,6.2,2.57,0
"264",1975-12-01,8,NA,5.44,8.2,6.2,2,8.2,6.2,2.56,0
"265",1976-01-01,7.74,6.2,4.87,7.9,6.2,1.7,7.9,6.2,2.87,0
"266",1976-02-01,7.79,NA,4.88,7.7,6.2,1.5,7.7,6.2,2.91,0
"267",1976-03-01,7.73,NA,5,7.6,6.2,1.4,7.6,6.2,2.73,0
"268",1976-04-01,7.56,6.21,4.86,7.7,6.21,1.49,7.7,6.21,2.7,0
"269",1976-05-01,7.9,NA,5.2,7.4,6.21,1.19,7.4,6.21,2.7,0
"270",1976-06-01,7.86,NA,5.41,7.6,6.21,1.39,7.6,6.21,2.45,0
"271",1976-07-01,7.83,6.22,5.23,7.8,6.22,1.58,7.8,6.22,2.6,0
"272",1976-08-01,7.77,NA,5.14,7.8,6.22,1.58,7.8,6.22,2.63,0
"273",1976-09-01,7.59,NA,5.08,7.6,6.22,1.38,7.6,6.22,2.51,0
"274",1976-10-01,7.41,6.22,4.92,7.7,6.22,1.48,7.7,6.22,2.49,0
"275",1976-11-01,7.29,NA,4.75,7.8,6.22,1.58,7.8,6.22,2.54,0
"276",1976-12-01,6.87,NA,4.35,7.8,6.22,1.58,7.8,6.22,2.52,0
"277",1977-01-01,7.21,6.23,4.62,7.5,6.23,1.27,7.5,6.23,2.59,0
"278",1977-02-01,7.39,NA,4.67,7.6,6.23,1.37,7.6,6.23,2.72,0
"279",1977-03-01,7.46,NA,4.6,7.4,6.23,1.17,7.4,6.23,2.86,0
"280",1977-04-01,7.37,6.23,4.54,7.2,6.23,0.97,7.2,6.23,2.83,0
"281",1977-05-01,7.46,NA,4.96,7,6.23,0.77,7,6.23,2.5,0
"282",1977-06-01,7.28,NA,5.02,7.2,6.23,0.97,7.2,6.23,2.26,0
"283",1977-07-01,7.33,6.24,5.19,6.9,6.24,0.66,6.9,6.24,2.14,0
"284",1977-08-01,7.4,NA,5.49,7,6.24,0.76,7,6.24,1.91,0
"285",1977-09-01,7.34,NA,5.81,6.8,6.24,0.56,6.8,6.24,1.53,0
"286",1977-10-01,7.52,6.24,6.16,6.8,6.24,0.56,6.8,6.24,1.36,0
"287",1977-11-01,7.58,NA,6.1,6.8,6.24,0.56,6.8,6.24,1.48,0
"288",1977-12-01,7.69,NA,6.07,6.4,6.24,0.16,6.4,6.24,1.62,0
"289",1978-01-01,7.96,6.24,6.44,6.4,6.24,0.16,6.4,6.24,1.52,0
"290",1978-02-01,8.03,NA,6.45,6.3,6.24,0.0599999999999996,6.3,6.24,1.58,0
"291",1978-03-01,8.04,NA,6.29,6.3,6.24,0.0599999999999996,6.3,6.24,1.75,0
"292",1978-04-01,8.15,6.24,6.29,6.1,6.24,-0.140000000000001,6.24,6.1,1.86,0
"293",1978-05-01,8.35,NA,6.41,6,6.24,-0.24,6.24,6,1.94,0
"294",1978-06-01,8.46,NA,6.73,5.9,6.24,-0.34,6.24,5.9,1.73,0
"295",1978-07-01,8.64,6.24,7.01,6.2,6.24,-0.04,6.24,6.2,1.63,0
"296",1978-08-01,8.41,NA,7.08,5.9,6.24,-0.34,6.24,5.9,1.33,0
"297",1978-09-01,8.42,NA,7.85,6,6.24,-0.24,6.24,6,0.57,0
"298",1978-10-01,8.64,6.24,7.99,5.8,6.24,-0.44,6.24,5.8,0.65,0
"299",1978-11-01,8.81,NA,8.64,5.9,6.24,-0.34,6.24,5.9,0.17,0
"300",1978-12-01,9.01,NA,9.08,6,6.24,-0.24,6.24,6,0,-0.0700000000000003
"301",1979-01-01,9.1,6.24,9.35,5.9,6.24,-0.34,6.24,5.9,0,-0.25
"302",1979-02-01,9.1,NA,9.32,5.9,6.24,-0.34,6.24,5.9,0,-0.220000000000001
"303",1979-03-01,9.12,NA,9.48,5.8,6.24,-0.44,6.24,5.8,0,-0.360000000000001
"304",1979-04-01,9.18,6.23,9.46,5.8,6.23,-0.430000000000001,6.23,5.8,0,-0.280000000000001
"305",1979-05-01,9.25,NA,9.61,5.6,6.23,-0.630000000000001,6.23,5.6,0,-0.359999999999999
"306",1979-06-01,8.91,NA,9.06,5.7,6.23,-0.53,6.23,5.7,0,-0.15
"307",1979-07-01,8.95,6.23,9.24,5.7,6.23,-0.53,6.23,5.7,0,-0.290000000000001
"308",1979-08-01,9.03,NA,9.52,6,6.23,-0.23,6.23,6,0,-0.49
"309",1979-09-01,9.33,NA,10.26,5.9,6.23,-0.33,6.23,5.9,0,-0.93
"310",1979-10-01,10.3,6.22,11.7,6,6.22,-0.22,6.22,6,0,-1.4
"311",1979-11-01,10.65,NA,11.79,5.9,6.22,-0.319999999999999,6.22,5.9,0,-1.14
"312",1979-12-01,10.39,NA,12.04,6,6.22,-0.22,6.22,6,0,-1.65
"313",1980-01-01,10.8,6.22,12,6.3,6.22,0.0800000000000001,6.3,6.22,0,-1.2
"314",1980-02-01,12.41,NA,12.86,6.3,6.22,0.0800000000000001,6.3,6.22,0,-0.449999999999999
"315",1980-03-01,12.75,NA,15.2,6.3,6.22,0.0800000000000001,6.3,6.22,0,-2.45
"316",1980-04-01,11.47,6.21,13.2,6.9,6.21,0.69,6.9,6.21,0,-1.73
"317",1980-05-01,10.18,NA,8.58,7.5,6.21,1.29,7.5,6.21,1.6,0
"318",1980-06-01,9.78,NA,7.07,7.6,6.21,1.39,7.6,6.21,2.71,0
"319",1980-07-01,10.25,6.2,8.06,7.8,6.2,1.6,7.8,6.2,2.19,0
"320",1980-08-01,11.1,NA,9.13,7.7,6.2,1.5,7.7,6.2,1.97,0
"321",1980-09-01,11.51,NA,10.27,7.5,6.2,1.3,7.5,6.2,1.24,0
"322",1980-10-01,11.75,6.2,11.62,7.5,6.2,1.3,7.5,6.2,0.130000000000001,0
"323",1980-11-01,12.68,NA,13.73,7.5,6.2,1.3,7.5,6.2,0,-1.05
"324",1980-12-01,12.84,NA,15.49,7.2,6.2,1,7.2,6.2,0,-2.65
"325",1981-01-01,12.57,6.19,15.02,7.5,6.19,1.31,7.5,6.19,0,-2.45
"326",1981-02-01,13.19,NA,14.79,7.4,6.19,1.21,7.4,6.19,0,-1.6
"327",1981-03-01,13.12,NA,13.36,7.4,6.19,1.21,7.4,6.19,0,-0.24
"328",1981-04-01,13.68,6.18,13.69,7.2,6.18,1.02,7.2,6.18,0,-0.00999999999999979
"329",1981-05-01,14.1,NA,16.3,7.5,6.18,1.32,7.5,6.18,0,-2.2
"330",1981-06-01,13.47,NA,14.73,7.5,6.18,1.32,7.5,6.18,0,-1.26
"331",1981-07-01,14.28,6.17,14.95,7.2,6.17,1.03,7.2,6.17,0,-0.67
"332",1981-08-01,14.94,NA,15.51,7.4,6.17,1.23,7.4,6.17,0,-0.57
"333",1981-09-01,15.32,NA,14.7,7.6,6.17,1.43,7.6,6.17,0.620000000000001,0
"334",1981-10-01,15.15,6.16,13.54,7.9,6.16,1.74,7.9,6.16,1.61,0
"335",1981-11-01,13.39,NA,10.86,8.3,6.16,2.14,8.3,6.16,2.53,0
"336",1981-12-01,13.72,NA,10.85,8.5,6.16,2.34,8.5,6.16,2.87,0
"337",1982-01-01,14.59,6.15,12.28,8.6,6.15,2.45,8.6,6.15,2.31,0
"338",1982-02-01,14.43,NA,13.48,8.9,6.15,2.75,8.9,6.15,0.949999999999999,0
"339",1982-03-01,13.86,NA,12.68,9,6.15,2.85,9,6.15,1.18,0
"340",1982-04-01,13.87,6.14,12.7,9.3,6.14,3.16,9.3,6.14,1.17,0
"341",1982-05-01,13.62,NA,12.09,9.4,6.14,3.26,9.4,6.14,1.53,0
"342",1982-06-01,14.3,NA,12.47,9.6,6.14,3.46,9.6,6.14,1.83,0
"343",1982-07-01,13.95,6.13,11.35,9.8,6.13,3.67,9.8,6.13,2.6,0
"344",1982-08-01,13.06,NA,8.68,9.8,6.13,3.67,9.8,6.13,4.38,0
"345",1982-09-01,12.34,NA,7.92,10.1,6.13,3.97,10.1,6.13,4.42,0
"346",1982-10-01,10.91,6.12,7.71,10.4,6.12,4.28,10.4,6.12,3.2,0
"347",1982-11-01,10.55,NA,8.07,10.8,6.12,4.68,10.8,6.12,2.48,0
"348",1982-12-01,10.54,NA,7.94,10.8,6.12,4.68,10.8,6.12,2.6,0
"349",1983-01-01,10.46,6.11,7.86,10.4,6.11,4.29,10.4,6.11,2.6,0
"350",1983-02-01,10.72,NA,8.11,10.4,6.11,4.29,10.4,6.11,2.61,0
"351",1983-03-01,10.51,NA,8.35,10.3,6.11,4.19,10.3,6.11,2.16,0
"352",1983-04-01,10.4,6.1,8.21,10.2,6.1,4.1,10.2,6.1,2.19,0
"353",1983-05-01,10.38,NA,8.19,10.1,6.1,4,10.1,6.1,2.19,0
"354",1983-06-01,10.85,NA,8.79,10.1,6.1,4,10.1,6.1,2.06,0
"355",1983-07-01,11.38,6.09,9.08,9.4,6.09,3.31,9.4,6.09,2.3,0
"356",1983-08-01,11.85,NA,9.34,9.5,6.09,3.41,9.5,6.09,2.51,0
"357",1983-09-01,11.65,NA,9,9.2,6.09,3.11,9.2,6.09,2.65,0
"358",1983-10-01,11.54,6.09,8.64,8.8,6.09,2.71,8.8,6.09,2.9,0
"359",1983-11-01,11.69,NA,8.76,8.5,6.09,2.41,8.5,6.09,2.93,0
"360",1983-12-01,11.83,NA,9,8.3,6.09,2.21,8.3,6.09,2.83,0
"361",1984-01-01,11.67,6.08,8.9,8,6.08,1.92,8,6.08,2.77,0
"362",1984-02-01,11.84,NA,9.09,7.8,6.08,1.72,7.8,6.08,2.75,0
"363",1984-03-01,12.32,NA,9.52,7.8,6.08,1.72,7.8,6.08,2.8,0
"364",1984-04-01,12.63,6.07,9.69,7.7,6.07,1.63,7.7,6.07,2.94,0
"365",1984-05-01,13.41,NA,9.83,7.4,6.07,1.33,7.4,6.07,3.58,0
"366",1984-06-01,13.56,NA,9.87,7.2,6.07,1.13,7.2,6.07,3.69,0
"367",1984-07-01,13.36,6.06,10.12,7.5,6.06,1.44,7.5,6.06,3.24,0
"368",1984-08-01,12.72,NA,10.47,7.5,6.06,1.44,7.5,6.06,2.25,0
"369",1984-09-01,12.52,NA,10.37,7.3,6.06,1.24,7.3,6.06,2.15,0
"370",1984-10-01,12.16,6.05,9.74,7.4,6.05,1.35,7.4,6.05,2.42,0
"371",1984-11-01,11.57,NA,8.61,7.2,6.05,1.15,7.2,6.05,2.96,0
"372",1984-12-01,11.5,NA,8.06,7.3,6.05,1.25,7.3,6.05,3.44,0
"373",1985-01-01,11.38,6.04,7.76,7.3,6.04,1.26,7.3,6.04,3.62,0
"374",1985-02-01,11.51,NA,8.27,7.2,6.04,1.16,7.2,6.04,3.24,0
"375",1985-03-01,11.86,NA,8.52,7.2,6.04,1.16,7.2,6.04,3.34,0
"376",1985-04-01,11.43,6.03,7.95,7.3,6.03,1.27,7.3,6.03,3.48,0
"377",1985-05-01,10.85,NA,7.48,7.2,6.03,1.17,7.2,6.03,3.37,0
"378",1985-06-01,10.16,NA,6.95,7.4,6.03,1.37,7.4,6.03,3.21,0
"379",1985-07-01,10.31,6.02,7.08,7.4,6.02,1.38,7.4,6.02,3.23,0
"380",1985-08-01,10.33,NA,7.14,7.1,6.02,1.08,7.1,6.02,3.19,0
"381",1985-09-01,10.37,NA,7.1,7.1,6.02,1.08,7.1,6.02,3.27,0
"382",1985-10-01,10.24,6.01,7.16,7.1,6.01,1.09,7.1,6.01,3.08,0
"383",1985-11-01,9.78,NA,7.24,7,6.01,0.99,7,6.01,2.54,0
"384",1985-12-01,9.26,NA,7.1,7,6.01,0.99,7,6.01,2.16,0
"385",1986-01-01,9.19,6,7.07,6.7,6,0.7,6.7,6,2.12,0
"386",1986-02-01,8.7,NA,7.06,7.2,6,1.2,7.2,6,1.64,0
"387",1986-03-01,7.78,NA,6.56,7.2,6,1.2,7.2,6,1.22,0
"388",1986-04-01,7.3,5.99,6.06,7.1,5.99,1.11,7.1,5.99,1.24,0
"389",1986-05-01,7.71,NA,6.15,7.2,5.99,1.21,7.2,5.99,1.56,0
"390",1986-06-01,7.8,NA,6.21,7.2,5.99,1.21,7.2,5.99,1.59,0
"391",1986-07-01,7.3,5.97,5.83,7,5.97,1.03,7,5.97,1.47,0
"392",1986-08-01,7.17,NA,5.53,6.9,5.97,0.930000000000001,6.9,5.97,1.64,0
"393",1986-09-01,7.45,NA,5.21,7,5.97,1.03,7,5.97,2.24,0
"394",1986-10-01,7.43,5.96,5.18,7,5.96,1.04,7,5.96,2.25,0
"395",1986-11-01,7.25,NA,5.35,6.9,5.96,0.94,6.9,5.96,1.9,0
"396",1986-12-01,7.11,NA,5.53,6.6,5.96,0.64,6.6,5.96,1.58,0
"397",1987-01-01,7.08,5.95,5.43,6.6,5.95,0.649999999999999,6.6,5.95,1.65,0
"398",1987-02-01,7.25,NA,5.59,6.6,5.95,0.649999999999999,6.6,5.95,1.66,0
"399",1987-03-01,7.25,NA,5.59,6.6,5.95,0.649999999999999,6.6,5.95,1.66,0
"400",1987-04-01,8.02,5.93,5.64,6.3,5.93,0.37,6.3,5.93,2.38,0
"401",1987-05-01,8.61,NA,5.66,6.3,5.93,0.37,6.3,5.93,2.95,0
"402",1987-06-01,8.4,NA,5.67,6.2,5.93,0.27,6.2,5.93,2.73,0
"403",1987-07-01,8.45,5.92,5.69,6.1,5.92,0.18,6.1,5.92,2.76,0
"404",1987-08-01,8.76,NA,6.04,6,5.92,0.0800000000000001,6,5.92,2.72,0
"405",1987-09-01,9.42,NA,6.4,5.9,5.92,-0.0199999999999996,5.92,5.9,3.02,0
"406",1987-10-01,9.52,5.9,6.13,6,5.9,0.0999999999999996,6,5.9,3.39,0
"407",1987-11-01,8.86,NA,5.69,5.8,5.9,-0.100000000000001,5.9,5.8,3.17,0
"408",1987-12-01,8.99,NA,5.77,5.7,5.9,-0.2,5.9,5.7,3.22,0
"409",1988-01-01,8.67,5.89,5.81,5.7,5.89,-0.19,5.89,5.7,2.86,0
"410",1988-02-01,8.21,NA,5.66,5.7,5.89,-0.19,5.89,5.7,2.55,0
"411",1988-03-01,8.37,NA,5.7,5.7,5.89,-0.19,5.89,5.7,2.67,0
"412",1988-04-01,8.72,5.87,5.91,5.4,5.87,-0.47,5.87,5.4,2.81,0
"413",1988-05-01,9.09,NA,6.26,5.6,5.87,-0.27,5.87,5.6,2.83,0
"414",1988-06-01,8.92,NA,6.46,5.4,5.87,-0.47,5.87,5.4,2.46,0
"415",1988-07-01,9.06,5.85,6.73,5.4,5.85,-0.449999999999999,5.85,5.4,2.33,0
"416",1988-08-01,9.26,NA,7.06,5.6,5.85,-0.25,5.85,5.6,2.2,0
"417",1988-09-01,8.98,NA,7.24,5.4,5.85,-0.449999999999999,5.85,5.4,1.74,0
"418",1988-10-01,8.8,5.83,7.35,5.4,5.83,-0.43,5.83,5.4,1.45,0
"419",1988-11-01,8.96,NA,7.76,5.3,5.83,-0.53,5.83,5.3,1.2,0
"420",1988-12-01,9.11,NA,8.07,5.3,5.83,-0.53,5.83,5.3,1.04,0
"421",1989-01-01,9.09,5.81,8.27,5.4,5.81,-0.409999999999999,5.81,5.4,0.82,0
"422",1989-02-01,9.17,NA,8.53,5.2,5.81,-0.609999999999999,5.81,5.2,0.640000000000001,0
"423",1989-03-01,9.36,NA,8.82,5,5.81,-0.81,5.81,5,0.539999999999999,0
"424",1989-04-01,9.18,5.79,8.65,5.2,5.79,-0.59,5.79,5.2,0.529999999999999,0
"425",1989-05-01,8.86,NA,8.43,5.2,5.79,-0.59,5.79,5.2,0.43,0
"426",1989-06-01,8.28,NA,8.15,5.3,5.79,-0.49,5.79,5.3,0.129999999999999,0
"427",1989-07-01,8.02,5.77,7.88,5.2,5.77,-0.569999999999999,5.77,5.2,0.14,0
"428",1989-08-01,8.11,NA,7.9,5.2,5.77,-0.569999999999999,5.77,5.2,0.209999999999999,0
"429",1989-09-01,8.19,NA,7.75,5.3,5.77,-0.47,5.77,5.3,0.44,0
"430",1989-10-01,8.01,5.75,7.64,5.3,5.75,-0.45,5.75,5.3,0.37,0
"431",1989-11-01,7.87,NA,7.69,5.4,5.75,-0.35,5.75,5.4,0.18,0
"432",1989-12-01,7.84,NA,7.63,5.4,5.75,-0.35,5.75,5.4,0.21,0
"433",1990-01-01,8.21,5.73,7.64,5.4,5.73,-0.33,5.73,5.4,0.570000000000001,0
"434",1990-02-01,8.47,NA,7.74,5.3,5.73,-0.430000000000001,5.73,5.3,0.73,0
"435",1990-03-01,8.59,NA,7.9,5.2,5.73,-0.53,5.73,5.2,0.69,0
"436",1990-04-01,8.79,5.71,7.77,5.4,5.71,-0.31,5.71,5.4,1.02,0
"437",1990-05-01,8.76,NA,7.74,5.4,5.71,-0.31,5.71,5.4,1.02,0
"438",1990-06-01,8.48,NA,7.73,5.2,5.71,-0.51,5.71,5.2,0.75,0
"439",1990-07-01,8.47,5.69,7.62,5.5,5.69,-0.19,5.69,5.5,0.850000000000001,0
"440",1990-08-01,8.75,NA,7.45,5.7,5.69,0.00999999999999979,5.7,5.69,1.3,0
"441",1990-09-01,8.89,NA,7.36,5.9,5.69,0.21,5.9,5.69,1.53,0
"442",1990-10-01,8.72,5.67,7.17,5.9,5.67,0.23,5.9,5.67,1.55,0
"443",1990-11-01,8.39,NA,7.06,6.2,5.67,0.53,6.2,5.67,1.33,0
"444",1990-12-01,8.08,NA,6.74,6.3,5.67,0.63,6.3,5.67,1.34,0
"445",1991-01-01,8.09,5.66,6.22,6.4,5.66,0.74,6.4,5.66,1.87,0
"446",1991-02-01,7.85,NA,5.94,6.6,5.66,0.94,6.6,5.66,1.91,0
"447",1991-03-01,8.11,NA,5.91,6.8,5.66,1.14,6.8,5.66,2.2,0
"448",1991-04-01,8.04,5.64,5.65,6.7,5.64,1.06,6.7,5.64,2.39,0
"449",1991-05-01,8.07,NA,5.46,6.9,5.64,1.26,6.9,5.64,2.61,0
"450",1991-06-01,8.28,NA,5.57,6.9,5.64,1.26,6.9,5.64,2.71,0
"451",1991-07-01,8.27,5.62,5.58,6.8,5.62,1.18,6.8,5.62,2.69,0
"452",1991-08-01,7.9,NA,5.33,6.9,5.62,1.28,6.9,5.62,2.57,0
"453",1991-09-01,7.65,NA,5.22,6.9,5.62,1.28,6.9,5.62,2.43,0
"454",1991-10-01,7.53,5.6,4.99,7,5.6,1.4,7,5.6,2.54,0
"455",1991-11-01,7.42,NA,4.56,7,5.6,1.4,7,5.6,2.86,0
"456",1991-12-01,7.09,NA,4.07,7.3,5.6,1.7,7.3,5.6,3.02,0
"457",1992-01-01,7.03,5.59,3.8,7.3,5.59,1.71,7.3,5.59,3.23,0
"458",1992-02-01,7.34,NA,3.84,7.4,5.59,1.81,7.4,5.59,3.5,0
"459",1992-03-01,7.54,NA,4.04,7.4,5.59,1.81,7.4,5.59,3.5,0
"460",1992-04-01,7.48,5.57,3.75,7.4,5.57,1.83,7.4,5.57,3.73,0
"461",1992-05-01,7.39,NA,3.63,7.6,5.57,2.03,7.6,5.57,3.76,0
"462",1992-06-01,7.26,NA,3.66,7.8,5.57,2.23,7.8,5.57,3.6,0
"463",1992-07-01,6.84,5.55,3.21,7.7,5.55,2.15,7.7,5.55,3.63,0
"464",1992-08-01,6.59,NA,3.13,7.6,5.55,2.05,7.6,5.55,3.46,0
"465",1992-09-01,6.42,NA,2.91,7.6,5.55,2.05,7.6,5.55,3.51,0
"466",1992-10-01,6.59,5.54,2.86,7.3,5.54,1.76,7.3,5.54,3.73,0
"467",1992-11-01,6.87,NA,3.13,7.4,5.54,1.86,7.4,5.54,3.74,0
"468",1992-12-01,6.77,NA,3.22,7.4,5.54,1.86,7.4,5.54,3.55,0
"469",1993-01-01,6.6,5.52,3,7.3,5.52,1.78,7.3,5.52,3.6,0
"470",1993-02-01,6.26,NA,2.93,7.1,5.52,1.58,7.1,5.52,3.33,0
"471",1993-03-01,5.98,NA,2.95,7,5.52,1.48,7,5.52,3.03,0
"472",1993-04-01,5.97,5.51,2.87,7.1,5.51,1.59,7.1,5.51,3.1,0
"473",1993-05-01,6.04,NA,2.96,7.1,5.51,1.59,7.1,5.51,3.08,0
"474",1993-06-01,5.96,NA,3.07,7,5.51,1.49,7,5.51,2.89,0
"475",1993-07-01,5.81,5.49,3.04,6.9,5.49,1.41,6.9,5.49,2.77,0
"476",1993-08-01,5.68,NA,3.02,6.8,5.49,1.31,6.8,5.49,2.66,0
"477",1993-09-01,5.36,NA,2.95,6.7,5.49,1.21,6.7,5.49,2.41,0
"478",1993-10-01,5.33,5.48,3.02,6.8,5.48,1.32,6.8,5.48,2.31,0
"479",1993-11-01,5.72,NA,3.1,6.6,5.48,1.12,6.6,5.48,2.62,0
"480",1993-12-01,5.77,NA,3.06,6.5,5.48,1.02,6.5,5.48,2.71,0
"481",1994-01-01,5.75,5.47,2.98,6.6,5.47,1.13,6.6,5.47,2.77,0
"482",1994-02-01,5.97,NA,3.25,6.6,5.47,1.13,6.6,5.47,2.72,0
"483",1994-03-01,6.48,NA,3.5,6.5,5.47,1.03,6.5,5.47,2.98,0
"484",1994-04-01,6.97,5.45,3.68,6.4,5.45,0.95,6.4,5.45,3.29,0
"485",1994-05-01,7.18,NA,4.14,6.1,5.45,0.649999999999999,6.1,5.45,3.04,0
"486",1994-06-01,7.1,NA,4.14,6.1,5.45,0.649999999999999,6.1,5.45,2.96,0
"487",1994-07-01,7.3,5.44,4.33,6.1,5.44,0.659999999999999,6.1,5.44,2.97,0
"488",1994-08-01,7.24,NA,4.48,6,5.44,0.56,6,5.44,2.76,0
"489",1994-09-01,7.46,NA,4.62,5.9,5.44,0.46,5.9,5.44,2.84,0
"490",1994-10-01,7.74,5.43,4.95,5.8,5.43,0.37,5.8,5.43,2.79,0
"491",1994-11-01,7.96,NA,5.29,5.6,5.43,0.17,5.6,5.43,2.67,0
"492",1994-12-01,7.81,NA,5.6,5.5,5.43,0.0700000000000003,5.5,5.43,2.21,0
"493",1995-01-01,7.78,5.42,5.71,5.6,5.42,0.18,5.6,5.42,2.07,0
"494",1995-02-01,7.47,NA,5.77,5.4,5.42,-0.0199999999999996,5.42,5.4,1.7,0
"495",1995-03-01,7.2,NA,5.73,5.4,5.42,-0.0199999999999996,5.42,5.4,1.47,0
"496",1995-04-01,7.06,5.41,5.65,5.8,5.41,0.39,5.8,5.41,1.41,0
"497",1995-05-01,6.63,NA,5.67,5.6,5.41,0.19,5.6,5.41,0.96,0
"498",1995-06-01,6.17,NA,5.47,5.6,5.41,0.19,5.6,5.41,0.7,0
"499",1995-07-01,6.28,5.4,5.42,5.7,5.4,0.3,5.7,5.4,0.86,0
"500",1995-08-01,6.49,NA,5.4,5.7,5.4,0.3,5.7,5.4,1.09,0
"501",1995-09-01,6.2,NA,5.28,5.6,5.4,0.199999999999999,5.6,5.4,0.92,0
"502",1995-10-01,6.04,5.39,5.28,5.5,5.39,0.11,5.5,5.39,0.76,0
"503",1995-11-01,5.93,NA,5.36,5.6,5.39,0.21,5.6,5.39,0.569999999999999,0
"504",1995-12-01,5.71,NA,5.14,5.6,5.39,0.21,5.6,5.39,0.57,0
"505",1996-01-01,5.65,5.38,5,5.6,5.38,0.22,5.6,5.38,0.65,0
"506",1996-02-01,5.81,NA,4.83,5.5,5.38,0.12,5.5,5.38,0.98,0
"507",1996-03-01,6.27,NA,4.96,5.5,5.38,0.12,5.5,5.38,1.31,0
"508",1996-04-01,6.51,5.37,4.95,5.6,5.37,0.23,5.6,5.37,1.56,0
"509",1996-05-01,6.74,NA,5.02,5.6,5.37,0.23,5.6,5.37,1.72,0
"510",1996-06-01,6.91,NA,5.09,5.3,5.37,-0.0700000000000003,5.37,5.3,1.82,0
"511",1996-07-01,6.87,5.36,5.15,5.5,5.36,0.14,5.5,5.36,1.72,0
"512",1996-08-01,6.64,NA,5.05,5.1,5.36,-0.260000000000001,5.36,5.1,1.59,0
"513",1996-09-01,6.83,NA,5.09,5.2,5.36,-0.16,5.36,5.2,1.74,0
"514",1996-10-01,6.53,5.35,4.99,5.2,5.35,-0.149999999999999,5.35,5.2,1.54,0
"515",1996-11-01,6.2,NA,5.03,5.4,5.35,0.0500000000000007,5.4,5.35,1.17,0
